Cliente,Año,Activos_Iniciales_millones,Ingresos_Netos_millones,Gastos_Operativos_millones,Margen_Financiero_Neto_millones,Fondos_Disponibles_millones,Depositos_Corto_Plazo_millones,Prestamos_Totales_millones,Prestamos_Morosos_millones,Activos_Finales_millones,Patrimonio_millones,Captaciones_Iniciales_millones,Captaciones_Finales_millones,Cartera_Inicial_millones,Cartera_Final_millones,Provisiones_Iniciales_millones,Provisiones_Finales_millones,Activos_Finales_millones_promedio,Eficiencia_Gasto_Operativo,Gasto_personal,ROA,Liquidez_de_Corto_Plazo,Tasa_de_Morosidad,Grado_Absorción,Solvencia_Patrimonial,Porcentaje_Crecimiento_Captaciones,Porcentaje_Crecimiento_Cartera,Porcentaje_Crecimiento_Provisiones
Cliente_76,2004,8054.699,7.106,7.292,9.838,29.546,3.460,15.222,0.177,3067.055,363.577,16.050,97.636,688.433,987.827,9.654,2.522,4929.029,-0.026,102.619,0.001,8.540,1.165,0.741,0.119,508.339,43.489,-73.881
Cliente_76,2009,1440.694,7.089,6.538,3.596,59.652,7.714,47.250,8.213,4489.862,909.336,42.103,66.723,818.134,886.604,3.886,8.661,5375.895,0.078,92.232,0.001,7.733,17.383,1.818,0.203,58.474,8.369,122.868
Cliente_76,2020,4599.861,8.667,6.643,2.549,24.105,6.070,22.649,0.453,4330.064,583.865,53.698,15.518,931.011,69.821,7.403,2.728,4893.708,0.233,76.650,0.002,3.971,2.002,2.606,0.135,-71.101,-92.501,-63.146
Cliente_76,2023,7107.148,7.219,26.335,2.075,44.586,2.403,47.321,8.139,405.517,828.426,62.211,45.045,585.306,135.808,9.539,3.522,5423.356,-2.648,364.772,0.001,18.557,17.199,12.689,2.043,-27.592,-76.797,-63.075
Cliente_76,2005,5415.444,6.942,20.120,9.957,56.575,4.617,34.493,2.398,7500.226,475.612,16.670,75.812,182.652,300.804,1.748,5.684,4920.368,-1.898,289.828,0.001,12.254,6.953,2.021,0.063,354.786,64.687,225.229
Cliente_76,2012,2270.629,6.818,18.947,4.855,26.228,8.037,39.413,7.147,7597.891,703.900,55.680,14.424,894.094,394.222,6.425,9.243,4846.471,-1.779,277.911,0.001,3.264,18.134,3.903,0.093,-74.094,-55.908,43.858
Cliente_76,2008,4022.907,6.630,27.110,12.577,49.868,2.780,45.037,2.187,4581.417,290.451,47.487,38.714,970.326,150.337,8.194,5.406,5765.334,-3.089,408.900,0.001,17.936,4.857,2.156,0.063,-18.475,-84.507,-34.018
Cliente_76,2005,8401.513,6.994,16.898,11.731,72.457,4.702,37.048,1.431,803.362,102.398,98.347,38.558,946.657,992.904,1.144,9.152,4920.368,-1.416,241.592,0.001,15.411,3.861,1.440,0.127,-60.794,4.885,700.311
Cliente_77,2017,1997.224,8.536,27.487,3.936,97.220,7.464,38.330,7.478,4723.410,228.488,1.691,43.579,605.901,546.371,4.629,8.832,5183.146,-2.220,321.996,0.002,13.025,19.510,6.984,0.048,2476.643,-9.825,90.795
Cliente_77,2001,4701.740,5.662,25.983,1.767,66.790,1.824,29.812,1.789,2709.630,395.273,89.165,67.729,959.337,745.224,8.818,2.344,5252.968,-3.589,458.924,0.001,36.612,6.002,14.704,0.146,-24.040,-22.319,-73.413
Cliente_77,2004,3884.583,6.731,26.979,1.593,39.781,4.897,38.251,6.765,1978.367,836.204,68.670,89.965,569.632,228.884,5.180,4.291,4929.029,-3.008,400.802,0.001,8.124,17.685,16.931,0.423,31.012,-59.819,-17.147
Cliente_77,2019,6953.188,6.308,1.667,10.985,69.844,7.170,28.768,3.433,4973.727,297.423,28.863,45.147,727.422,171.382,2.374,4.909,4782.451,0.736,26.430,0.001,9.741,11.933,0.152,0.060,56.417,-76.440,106.786
Cliente_77,2000,2703.567,5.965,4.727,11.179,65.131,2.892,39.263,1.805,1584.005,412.870,16.965,97.740,319.745,691.174,7.641,8.357,4620.370,0.207,79.256,0.001,22.521,4.598,0.423,0.261,476.120,116.164,9.370
Cliente_77,2023,3752.044,6.408,23.100,5.446,15.055,7.453,33.672,1.130,8297.952,640.954,7.100,67.776,358.754,410.323,4.470,9.148,5423.356,-2.605,360.473,0.001,2.020,3.356,4.241,0.077,854.541,14.374,104.656
Cliente_77,2018,3668.572,5.417,8.046,13.679,22.484,4.482,44.436,6.875,8538.293,219.040,49.898,32.521,811.154,880.095,9.547,2.359,5248.009,-0.485,148.543,0.001,5.016,15.472,0.588,0.026,-34.825,8.499,-75.286
Cliente_77,2000,5126.330,7.249,6.136,1.521,92.620,6.629,27.701,1.268,2777.418,251.699,90.367,77.367,371.073,325.043,8.860,9.514,4620.370,0.154,84.643,0.002,13.972,4.576,4.035,0.091,-14.385,-12.404,7.383
Cliente_77,2009,9936.537,8.359,2.884,8.950,93.391,2.734,30.303,5.189,1900.271,345.414,6.980,91.533,300.947,796.455,8.094,2.953,5375.895,0.655,34.499,0.002,34.162,17.124,0.322,0.182,1211.365,164.650,-63.519
Cliente_77,2012,4245.718,9.027,17.585,14.502,26.702,8.358,13.182,2.026,6068.643,241.530,75.809,70.110,489.598,945.268,4.433,1.148,4846.471,-0.948,194.800,0.002,3.195,15.369,1.213,0.040,-7.519,93.070,-74.115
Cliente_78,2015,9529.550,6.693,17.395,13.577,92.024,2.335,40.798,6.483,1591.446,296.324,21.220,16.541,17.939,178.820,5.470,4.092,4996.377,-1.599,259.895,0.001,39.407,15.890,1.281,0.186,-22.050,896.810,-25.190
Cliente_78,2013,7060.535,6.553,14.732,7.405,73.729,3.895,38.476,7.378,7627.878,61.502,30.314,44.970,53.371,613.469,9.343,1.626,5072.685,-1.248,224.814,0.001,18.930,19.177,1.990,0.008,48.345,1049.441,-82.594
Cliente_78,2013,6078.569,8.092,1.514,4.568,64.845,5.763,24.551,2.507,8686.782,884.887,3.853,32.095,327.211,760.771,2.259,4.605,5072.685,0.813,18.704,0.002,11.252,10.209,0.331,0.102,732.912,132.501,103.835
Cliente_78,2005,1415.636,8.058,11.730,5.441,83.199,5.164,41.110,2.865,2274.734,523.979,64.755,93.753,477.624,643.977,1.920,1.559,4920.368,-0.456,145.570,0.002,16.111,6.969,2.156,0.230,44.782,34.829,-18.795
Cliente_78,2015,5188.108,7.996,8.137,12.010,32.419,9.104,28.950,5.148,566.085,504.625,42.721,46.138,142.611,324.690,2.470,4.747,4996.377,-0.018,101.771,0.002,3.561,17.781,0.678,0.891,8.000,127.675,92.159
Cliente_78,2021,4942.822,7.648,28.393,10.626,60.697,9.524,18.933,0.909,6835.536,248.978,37.495,20.580,831.973,756.735,7.425,8.108,5050.433,-2.712,371.235,0.002,6.373,4.801,2.672,0.036,-45.111,-9.043,9.197
Cliente_78,2001,2164.822,6.705,20.960,13.577,90.150,7.550,10.122,1.660,243.228,376.633,77.804,61.048,375.654,40.342,1.827,7.251,5252.968,-2.126,312.582,0.001,11.940,16.404,1.544,1.548,-21.536,-89.261,296.953
Cliente_78,2011,4905.578,6.867,27.394,14.499,38.211,1.602,24.247,1.109,6429.383,700.945,99.305,29.192,26.440,512.197,4.243,5.933,4774.942,-2.989,398.939,0.001,23.847,4.576,1.889,0.109,-70.604,1837.219,39.832
Cliente_78,2003,9568.610,8.443,27.174,11.833,89.266,4.506,34.826,6.460,6973.180,852.848,45.222,59.062,434.825,723.054,4.214,1.805,4970.480,-2.219,321.870,0.002,19.810,18.550,2.296,0.122,30.604,66.286,-57.158
Cliente_78,2002,6315.455,5.641,19.382,8.798,44.573,2.739,32.475,4.058,4787.454,298.879,38.820,32.958,324.560,713.950,1.730,2.865,5226.441,-2.436,343.617,0.001,16.276,12.497,2.203,0.062,-15.101,119.975,65.583
Cliente_79,2001,6702.960,7.914,22.583,2.228,76.853,1.489,29.984,4.100,5446.363,445.616,65.709,64.034,695.224,433.055,2.824,8.713,5252.968,-1.854,285.371,0.002,51.603,13.673,10.136,0.082,-2.549,-37.710,208.502
Cliente_79,2007,193.538,5.036,9.161,4.638,88.681,6.635,38.798,7.301,3733.301,729.019,30.450,95.290,273.861,466.236,3.406,6.030,5175.817,-0.819,181.921,0.001,13.366,18.819,1.975,0.195,212.944,70.245,77.078
Cliente_79,2007,7655.601,8.509,17.132,0.918,28.013,6.102,38.799,0.961,9018.307,961.247,4.464,79.483,23.536,175.848,7.041,7.327,5175.817,-1.013,201.332,0.002,4.591,2.476,18.665,0.107,1680.431,647.132,4.052
Cliente_79,2004,4922.780,7.908,15.816,9.249,61.319,8.959,28.315,0.860,7262.260,98.135,12.888,88.149,563.667,14.256,9.669,8.128,4929.029,-1.000,199.996,0.002,6.844,3.038,1.710,0.014,583.983,-97.471,-15.938
Cliente_79,2004,6696.751,6.841,5.636,9.945,77.255,3.271,25.630,0.258,5408.129,368.682,15.042,93.272,64.221,897.511,2.693,7.440,4929.029,0.176,82.391,0.001,23.618,1.005,0.567,0.068,520.080,1297.544,176.315
Cliente_79,2016,6971.550,9.493,6.846,7.921,84.964,5.600,40.154,0.640,3207.792,646.126,46.236,18.284,692.110,656.953,7.207,7.683,4857.693,0.279,72.117,0.002,15.172,1.593,0.864,0.201,-60.456,-5.080,6.600
Cliente_79,2010,5500.761,5.821,18.621,6.383,70.679,3.789,46.833,0.913,6393.503,970.969,93.292,12.146,216.260,959.469,8.293,3.579,4613.751,-2.199,319.898,0.001,18.653,1.951,2.917,0.152,-86.981,343.665,-56.848
Cliente_79,2010,402.260,6.064,10.700,3.180,89.799,2.948,29.207,0.354,4070.609,742.105,98.345,72.756,398.141,876.499,9.963,1.796,4613.751,-0.765,176.456,0.001,30.463,1.213,3.365,0.182,-26.020,120.148,-81.975
Cliente_79,2012,5897.097,7.681,10.485,1.104,83.607,2.628,33.870,2.103,5802.538,373.448,91.542,46.069,378.048,710.192,1.397,4.306,4846.471,-0.365,136.499,0.002,31.811,6.210,9.496,0.064,-49.674,87.858,208.185
Cliente_79,2020,2089.157,9.576,8.550,12.167,42.484,4.005,41.800,0.418,3721.727,280.699,12.912,88.758,38.124,719.152,6.069,8.386,4893.708,0.107,89.285,0.002,10.607,1.000,0.703,0.075,587.394,1786.349,38.187
Cliente_80,2011,865.369,9.591,24.916,14.163,83.742,2.695,43.009,2.501,1827.595,590.101,38.992,49.257,242.137,862.854,1.438,2.393,4774.942,-1.598,259.771,0.002,31.074,5.815,1.759,0.323,26.328,256.349,66.373
Cliente_80,2009,2532.750,9.914,12.494,11.226,29.716,1.005,31.679,6.041,3401.364,478.961,54.363,90.682,984.016,781.054,6.271,8.536,5375.895,-0.260,126.031,0.002,29.558,19.069,1.113,0.141,66.809,-20.626,36.126
Cliente_80,2004,1377.277,5.725,24.880,10.418,41.602,8.142,13.863,1.250,6830.648,615.188,10.703,48.012,35.308,935.603,7.284,2.792,4929.029,-3.346,434.564,0.001,5.109,9.016,2.388,0.090,348.601,2549.846,-61.668
Cliente_80,2021,9247.266,6.708,26.541,11.922,46.720,5.541,42.580,3.318,8455.539,42.833,69.171,54.830,310.504,444.986,5.420,5.376,5050.433,-2.956,395.647,0.001,8.432,7.793,2.226,0.005,-20.732,43.311,-0.806
Cliente_80,2015,6454.996,8.163,29.725,7.593,77.641,1.970,10.940,0.947,2288.097,491.842,62.403,9.214,777.387,502.571,9.120,1.051,4996.377,-2.641,364.117,0.002,39.407,8.657,3.915,0.215,-85.235,-35.351,-88.474
Cliente_80,2021,4508.237,8.724,16.776,5.220,19.578,2.299,11.244,1.603,4447.219,32.487,35.754,72.704,854.788,463.717,3.641,7.982,5050.433,-0.923,192.297,0.002,8.515,14.259,3.214,0.007,103.341,-45.751,119.246
Cliente_80,2017,5392.579,9.255,16.067,12.629,67.642,1.650,14.843,0.995,7008.099,320.312,97.165,71.845,217.339,697.434,2.465,8.261,5183.146,-0.736,173.600,0.002,40.999,6.704,1.272,0.046,-26.058,220.897,235.180
Cliente_80,2013,6803.696,7.868,17.688,5.913,50.829,9.551,17.429,1.458,9116.640,32.009,49.541,92.309,411.196,388.790,3.613,9.149,5072.685,-1.248,224.802,0.002,5.322,8.367,2.991,0.004,86.330,-5.449,153.245
Cliente_80,2011,8897.519,9.886,8.387,14.085,85.091,3.177,41.043,2.036,1016.276,700.931,3.705,46.014,11.284,925.055,3.983,7.952,4774.942,0.152,84.834,0.002,26.788,4.961,0.595,0.690,1141.779,8098.189,99.666
Cliente_80,2013,3435.194,8.961,16.963,8.085,90.571,4.655,12.853,1.175,1392.914,861.314,4.828,75.156,129.256,654.049,1.987,1.395,5072.685,-0.893,189.290,0.002,19.456,9.142,2.098,0.618,1456.516,406.011,-29.803
Cliente_81,2023,7084.380,9.389,6.699,3.435,37.301,5.977,12.904,0.915,7227.703,949.439,42.314,34.807,560.627,63.871,9.751,8.220,5423.356,0.286,71.350,0.002,6.240,7.089,1.950,0.131,-17.742,-88.607,-15.699
Cliente_81,2019,8976.997,8.324,20.136,4.855,83.032,6.643,16.589,1.410,2915.320,510.038,56.607,83.796,682.502,629.492,2.727,7.195,4782.451,-1.419,241.917,0.002,12.499,8.498,4.147,0.175,48.031,-7.767,163.880
Cliente_81,2018,3683.515,7.373,16.832,11.326,38.758,8.728,35.078,1.634,2471.024,407.125,70.743,60.924,599.743,934.227,4.015,2.710,5248.009,-1.283,228.284,0.001,4.440,4.660,1.486,0.165,-13.879,55.771,-32.510
Cliente_81,2000,5435.303,7.536,17.164,6.165,31.931,1.638,26.540,3.929,5981.714,871.999,77.928,92.013,786.030,874.877,7.085,7.174,4620.370,-1.278,227.769,0.002,19.491,14.803,2.784,0.146,18.075,11.303,1.255
Cliente_81,2014,4186.827,6.216,14.859,5.892,53.235,7.004,35.025,2.837,6334.809,635.709,77.519,85.683,138.130,594.839,3.507,7.414,4789.817,-1.390,239.030,0.001,7.601,8.100,2.522,0.100,10.531,330.637,111.412
Cliente_81,2015,336.335,9.639,29.155,7.898,29.220,8.721,47.504,4.535,3374.383,242.099,4.955,47.521,337.738,228.614,6.380,5.976,4996.377,-2.025,302.459,0.002,3.351,9.547,3.692,0.072,859.075,-32.310,-6.328
Cliente_81,2011,4363.475,5.688,20.032,0.676,69.763,2.309,43.119,7.283,8872.845,521.737,28.462,49.291,691.733,926.893,7.027,2.840,4774.942,-2.522,352.196,0.001,30.219,16.891,29.615,0.059,73.184,33.996,-59.583
Cliente_81,2022,7020.776,5.121,17.881,8.106,53.045,7.845,26.256,1.384,8095.965,497.636,28.803,75.984,975.251,324.840,2.695,5.164,5055.648,-2.492,349.211,0.001,6.762,5.270,2.206,0.061,163.812,-66.692,91.610
Cliente_81,2013,670.319,5.432,4.360,4.355,29.271,5.299,40.095,7.314,3750.611,75.980,65.367,84.111,533.206,240.175,6.517,5.681,5072.685,0.197,80.260,0.001,5.524,18.243,1.001,0.020,28.676,-54.956,-12.834
Cliente_81,2000,873.342,5.934,2.153,8.193,25.518,9.909,11.716,1.184,3916.911,600.222,98.681,59.367,616.750,192.075,8.082,2.055,4620.370,0.637,36.281,0.001,2.575,10.108,0.263,0.153,-39.840,-68.857,-74.575
Cliente_82,2022,2526.104,7.918,4.464,13.923,30.744,8.251,13.827,1.661,923.618,615.438,61.948,32.107,697.883,255.671,8.613,9.388,5055.648,0.436,56.377,0.002,3.726,12.013,0.321,0.666,-48.171,-63.365,8.998
Cliente_82,2008,9665.171,6.385,6.252,10.458,65.648,8.426,43.815,5.431,522.413,380.782,83.984,41.105,452.794,229.328,9.812,5.078,5765.334,0.021,97.911,0.001,7.791,12.395,0.598,0.729,-51.056,-49.353,-48.250
Cliente_82,2018,8131.332,7.837,11.479,3.471,61.356,2.828,18.839,1.573,6546.565,541.723,61.049,25.628,800.301,367.228,4.281,3.638,5248.009,-0.465,146.463,0.001,21.694,8.347,3.307,0.083,-58.021,-54.114,-15.014
Cliente_82,2014,9838.692,5.996,24.238,13.424,34.006,6.547,28.380,1.434,7842.845,272.452,37.923,29.777,389.481,997.102,7.846,8.727,4789.817,-3.042,404.234,0.001,5.194,5.054,1.806,0.035,-21.480,156.008,11.217
Cliente_82,2017,33.667,5.255,2.581,8.715,59.735,9.590,16.626,0.483,9538.435,881.924,70.642,23.859,345.839,479.052,1.810,3.507,5183.146,0.509,49.107,0.001,6.229,2.907,0.296,0.092,-66.226,38.519,93.762
Cliente_82,2010,1890.092,7.139,25.568,0.643,85.669,1.821,16.942,0.433,9415.146,492.028,60.494,60.443,381.590,169.373,9.243,9.244,4613.751,-2.582,358.170,0.002,47.055,2.558,39.769,0.052,-0.085,-55.614,0.011
Cliente_82,2004,9341.286,9.908,9.043,5.395,23.653,7.664,18.814,2.735,1760.263,789.798,70.194,47.502,491.467,853.793,1.831,3.062,4929.029,0.087,91.269,0.002,3.086,14.536,1.676,0.449,-32.328,73.724,67.184
Cliente_82,2008,9278.129,7.976,16.906,9.553,59.834,9.808,14.295,1.345,5479.838,524.411,38.389,3.403,724.454,645.364,7.258,3.804,5765.334,-1.120,211.954,0.001,6.100,9.408,1.770,0.096,-91.135,-10.917,-47.582
Cliente_82,2019,4548.151,7.382,8.784,4.519,38.505,3.428,19.551,2.941,9420.219,322.758,79.019,93.591,909.279,599.506,1.451,5.685,4782.451,-0.190,118.995,0.002,11.234,15.044,1.944,0.034,18.442,-34.068,291.881
Cliente_82,2002,9908.547,6.934,23.732,6.732,29.789,5.376,22.340,1.855,8949.325,499.533,21.506,25.163,90.371,810.332,1.713,3.086,5226.441,-2.422,342.238,0.001,5.541,8.305,3.525,0.056,17.006,796.668,80.140
Cliente_83,2007,5339.999,6.362,11.649,2.471,56.769,1.328,40.012,1.482,375.572,246.121,30.101,2.095,613.313,666.654,6.717,4.765,5175.817,-0.831,183.104,0.001,42.756,3.704,4.715,0.655,-93.042,8.697,-29.053
Cliente_83,2000,7790.814,9.067,23.712,4.664,80.775,1.661,18.623,3.373,7272.652,146.392,82.288,11.029,347.579,548.442,2.296,2.743,4620.370,-1.615,261.529,0.002,48.637,18.110,5.083,0.020,-86.597,57.789,19.490
Cliente_83,2006,5534.833,7.505,14.410,8.169,61.972,9.952,41.003,7.450,7870.335,640.383,55.609,74.689,327.218,749.188,7.859,8.195,5018.055,-0.920,192.013,0.001,6.227,18.170,1.764,0.081,34.312,128.957,4.279
Cliente_83,2019,3689.937,9.474,14.193,7.604,85.386,8.578,40.014,2.323,2191.725,102.184,5.012,56.597,368.600,506.442,2.767,8.948,4782.451,-0.498,149.811,0.002,9.955,5.805,1.866,0.047,1029.257,37.396,223.400
Cliente_83,2022,1790.061,6.969,21.596,11.437,46.468,2.040,27.998,2.404,9151.425,374.662,98.154,6.929,801.423,998.646,6.552,4.842,5055.648,-2.099,309.886,0.001,22.780,8.586,1.888,0.041,-92.941,24.609,-26.094
Cliente_83,2002,5337.040,5.835,21.689,8.480,32.629,9.137,33.617,4.890,1656.874,351.205,84.870,51.441,586.036,154.177,3.482,6.114,5226.441,-2.717,371.713,0.001,3.571,14.545,2.558,0.212,-39.388,-73.692,75.588
Cliente_83,2002,1868.880,7.345,5.701,11.030,94.318,4.443,40.350,3.252,6726.445,909.483,7.708,63.437,883.650,824.888,2.982,9.914,5226.441,0.224,77.607,0.001,21.228,8.060,0.517,0.135,723.019,-6.650,232.441
Cliente_83,2003,7869.297,9.233,18.574,13.387,25.021,3.696,15.594,0.762,1143.256,887.159,33.814,37.755,758.734,330.822,1.396,2.896,4970.480,-1.012,201.180,0.002,6.770,4.889,1.387,0.776,11.657,-56.398,107.399
Cliente_83,2008,3255.453,6.210,2.226,7.266,87.213,1.215,41.750,1.452,6694.502,872.241,31.724,45.388,433.975,714.557,1.109,9.919,5765.334,0.642,35.846,0.001,71.788,3.478,0.306,0.130,43.071,64.654,794.405
Cliente_83,2005,1718.774,8.045,29.503,9.887,21.362,5.385,25.854,4.973,8117.086,79.045,51.165,34.070,514.458,731.718,2.196,2.471,4920.368,-2.667,366.730,0.002,3.967,19.233,2.984,0.010,-33.411,42.231,12.477
Cliente_84,2010,3306.668,9.075,8.472,5.763,90.038,5.427,25.074,3.338,8530.823,572.425,17.824,61.011,695.214,310.017,2.344,5.969,4613.751,0.066,93.355,0.002,16.591,13.311,1.470,0.067,242.304,-55.407,154.660
Cliente_84,2019,6649.750,7.169,24.898,11.267,49.206,9.624,13.315,2.642,2522.567,41.389,39.696,26.738,810.461,327.283,1.661,6.289,4782.451,-2.473,347.283,0.001,5.113,19.845,2.210,0.016,-32.642,-59.618,278.634
Cliente_84,2023,5267.565,6.361,17.095,6.580,83.355,6.296,13.284,0.138,1866.438,892.987,99.355,64.703,359.393,241.441,7.933,9.437,5423.356,-1.688,268.756,0.001,13.240,1.040,2.598,0.478,-34.877,-32.820,18.953
Cliente_84,2011,6677.851,9.700,25.490,5.303,23.864,4.648,41.848,1.830,4976.672,330.812,11.646,70.294,509.367,149.572,7.190,2.888,4774.942,-1.628,262.793,0.002,5.134,4.374,4.807,0.066,503.576,-70.636,-59.831
Cliente_84,2015,8353.751,6.503,7.350,1.676,52.586,8.645,10.340,0.366,6583.636,39.903,59.744,10.516,294.360,156.064,6.213,5.259,4996.377,-0.130,113.022,0.001,6.083,3.536,4.384,0.006,-82.398,-46.982,-15.360
Cliente_84,2008,5898.206,9.864,28.729,2.855,12.754,3.578,31.615,6.225,3975.499,583.281,61.928,61.042,705.952,80.374,7.468,1.305,5765.334,-1.913,291.258,0.002,3.564,19.690,10.061,0.147,-1.431,-88.615,-82.531
Cliente_84,2018,6826.332,9.957,14.466,7.477,94.383,6.495,29.706,2.367,7091.708,988.196,53.083,69.214,401.693,588.095,4.918,2.409,5248.009,-0.453,145.292,0.002,14.531,7.969,1.935,0.139,30.389,46.404,-51.021
Cliente_84,2017,8062.083,5.256,5.444,13.962,20.640,2.484,13.693,1.921,3236.472,614.749,83.348,4.171,807.159,118.600,2.104,2.723,5183.146,-0.036,103.578,0.001,8.309,14.028,0.390,0.190,-94.995,-85.306,29.466
Cliente_84,2017,7783.183,7.958,3.859,1.462,31.211,2.433,48.802,8.154,1329.900,821.608,29.160,85.363,235.890,108.567,6.799,1.594,5183.146,0.515,48.493,0.002,12.830,16.708,2.640,0.618,192.741,-53.976,-76.547
Cliente_84,2023,2453.720,9.008,16.724,5.052,89.120,3.944,42.324,3.296,3269.755,193.056,7.429,66.836,984.614,449.471,9.483,1.282,5423.356,-0.857,185.650,0.002,22.595,7.788,3.310,0.059,799.624,-54.351,-86.477
Cliente_85,2022,4158.595,7.089,7.121,6.807,46.660,6.318,11.622,1.036,1036.590,661.627,8.888,90.689,873.348,122.318,4.491,4.079,5055.648,-0.004,100.443,0.001,7.385,8.918,1.046,0.638,920.358,-85.994,-9.174
Cliente_85,2013,4869.455,8.854,10.643,14.272,66.434,5.043,48.080,5.064,5124.685,288.270,65.037,21.205,853.177,766.234,2.704,5.699,5072.685,-0.202,120.202,0.002,13.172,10.533,0.746,0.056,-67.395,-10.191,110.777
Cliente_85,2021,9883.700,8.158,20.101,12.104,81.265,3.703,27.970,5.342,8118.283,116.756,94.711,17.227,4.325,779.758,9.504,7.206,5050.433,-1.464,246.409,0.002,21.949,19.099,1.661,0.014,-81.811,17929.543,-24.185
Cliente_85,2010,1482.530,8.557,22.360,7.097,52.707,6.868,25.879,4.166,2124.387,235.599,3.048,10.663,240.312,465.832,7.528,2.748,4613.751,-1.613,261.310,0.002,7.674,16.098,3.151,0.111,249.785,93.845,-63.502
Cliente_85,2018,8842.307,9.001,15.644,10.927,89.041,1.348,27.200,3.580,1902.247,989.288,13.858,93.242,778.886,122.975,9.198,9.920,5248.009,-0.738,173.807,0.002,66.035,13.160,1.432,0.520,572.848,-84.211,7.846
Cliente_85,2022,2400.994,6.865,16.395,8.433,93.614,3.065,48.345,3.296,6375.255,561.194,75.192,31.640,794.632,668.330,6.583,7.816,5055.648,-1.388,238.819,0.001,30.540,6.818,1.944,0.088,-57.921,-15.894,18.726
Cliente_85,2005,6039.614,5.014,26.798,8.312,92.269,9.139,42.096,5.222,7734.860,329.259,26.561,54.690,944.420,279.022,9.725,4.162,4920.368,-4.345,534.497,0.001,10.096,12.405,3.224,0.043,105.901,-70.456,-57.198
Cliente_85,2000,9570.669,7.414,29.815,11.459,64.788,3.287,20.945,0.413,7477.596,545.518,66.088,55.319,965.179,84.185,7.898,4.062,4620.370,-3.021,402.149,0.002,19.709,1.973,2.602,0.073,-16.295,-91.278,-48.576
Cliente_85,2005,9073.162,9.122,18.761,1.145,30.785,3.388,42.577,8.425,669.939,201.057,67.509,7.790,114.257,789.211,9.929,4.504,4920.368,-1.057,205.681,0.002,9.086,19.788,16.379,0.300,-88.460,590.731,-54.643
Cliente_85,2008,7208.123,7.505,18.755,5.323,38.366,5.777,31.862,1.611,9930.229,685.399,42.142,98.299,451.840,353.887,2.461,7.811,5765.334,-1.499,249.881,0.001,6.642,5.055,3.523,0.069,133.256,-21.679,217.431
Cliente_86,2007,8999.805,6.576,23.086,14.116,42.741,6.396,11.963,2.180,1108.633,137.755,94.026,73.146,730.121,973.748,2.031,3.078,5175.817,-2.511,351.071,0.001,6.682,18.220,1.635,0.124,-22.207,33.368,51.499
Cliente_86,2021,364.758,7.317,4.473,10.140,54.846,1.901,22.460,3.032,6962.545,95.221,89.607,13.539,841.998,412.131,6.317,3.250,5050.433,0.389,61.126,0.001,28.849,13.500,0.441,0.014,-84.890,-51.053,-48.549
Cliente_86,2015,1881.617,5.670,24.514,14.977,76.477,2.020,40.425,1.176,4134.145,944.751,25.510,74.048,493.160,578.753,7.721,1.419,4996.377,-3.323,432.316,0.001,37.853,2.908,1.637,0.229,190.272,17.356,-81.621
Cliente_86,2017,5709.822,5.480,23.798,10.591,46.618,9.772,40.194,3.485,3414.229,5.005,34.072,82.395,238.674,270.091,7.222,1.650,5183.146,-3.343,434.283,0.001,4.771,8.669,2.247,0.001,141.826,13.163,-77.155
Cliente_86,2014,172.196,7.603,19.504,12.328,12.353,7.912,46.519,8.692,4471.298,891.511,19.328,68.562,430.293,616.768,6.190,4.552,4789.817,-1.565,256.549,0.002,1.561,18.685,1.582,0.199,254.735,43.337,-26.449
Cliente_86,2012,6646.138,8.831,8.135,14.990,35.664,3.865,13.187,0.913,1470.729,43.482,91.898,24.620,613.645,889.678,8.330,9.687,4846.471,0.079,92.124,0.002,9.228,6.926,0.543,0.030,-73.209,44.983,16.290
Cliente_86,2010,3726.001,7.964,16.575,4.570,26.630,2.114,38.513,6.810,6479.985,809.691,70.369,41.383,389.053,707.197,6.222,3.489,4613.751,-1.081,208.117,0.002,12.600,17.681,3.627,0.125,-41.191,81.774,-43.924
Cliente_86,2020,3387.917,7.367,13.344,12.821,18.377,6.188,47.408,1.311,1233.318,406.583,11.284,68.460,825.200,255.744,9.705,2.014,4893.708,-0.811,181.123,0.002,2.970,2.766,1.041,0.330,506.724,-69.008,-79.252
Cliente_86,2011,7497.577,7.768,2.129,14.729,22.368,6.240,44.812,3.286,3688.199,107.784,81.413,87.632,293.414,605.651,3.239,1.025,4774.942,0.726,27.410,0.002,3.585,7.332,0.145,0.029,7.640,106.415,-68.344
Cliente_86,2006,75.371,7.758,4.091,14.639,57.246,1.710,31.843,4.802,9772.523,159.648,47.561,58.092,137.074,2.451,7.400,2.892,5018.055,0.473,52.728,0.002,33.486,15.081,0.279,0.016,22.142,-98.212,-60.919
Cliente_87,2012,2068.608,5.793,23.303,14.471,67.770,1.567,46.977,0.483,1926.254,960.693,53.716,41.824,257.200,94.417,7.558,1.001,4846.471,-3.023,402.252,0.001,43.256,1.028,1.610,0.499,-22.140,-63.291,-86.758
Cliente_87,2021,3532.429,8.907,14.724,4.410,23.022,9.614,46.873,2.191,8223.318,565.650,49.822,99.600,918.285,251.066,9.336,7.267,5050.433,-0.653,165.306,0.002,2.395,4.675,3.339,0.069,99.911,-72.659,-22.158
